Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,Cpu_Brand,SSD,HDD,Flash_Storage,Gpu_brand,OS,Price
Asus,Notebook,4,2.37,0,0,104.47285665558198,Intel Core i7,256,0,0,Intel,Windows,76805
Lenovo,2 in 1 Convertible,8,1.3,0,1,282.4239961643972,Intel Core i5,256,0,0,Intel,Windows,108353
HP,Notebook,8,2.2,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,99316
HP,Workstation,8,2.59,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Other/No OS/Linux,141067
Dell,Gaming,16,4.42,0,1,293.7209560109731,Intel Core i7,256,0,0,Nvidia,Windows,259270
Acer,Notebook,4,2.1,0,0,104.47285665558198,Intel Core i5,256,0,0,Intel,Windows,54131
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,94707
Dell,Ultrabook,16,1.18,0,0,183.5755975068582,Intel Core i7,256,0,0,Intel,Windows,167997
Google,Ultrabook,8,1.1,0,0,240.37008503093261,Intel Core i5,256,0,0,Intel,Other/No OS/Linux,140886
Asus,Ultrabook,8,1.2,0,1,282.4239961643972,Intel Core i5,256,0,0,Intel,Windows,102027
Dell,Notebook,4,1.65,0,0,120.54560383336381,Other Intel Processor,0,500,0,Intel,Windows,76724
Acer,Notebook,4,1.6,0,0,120.54560383336381,Intel Core i5,128,0,0,Intel,Windows,59192
Asus,Notebook,4,2.8,0,0,92.18193234316057,Other Intel Processor,0,0,0,Nvidia,Windows,42504
Dell,Gaming,16,2.72,0,1,293.7209560109731,Intel Core i7,128,0,0,Nvidia,Windows,99316
Samsung,Ultrabook,8,1.31,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,144501
Acer,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,26930
Dell,Notebook,16,2.3,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,106751
Samsung,2 in 1 Convertible,16,1.71,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,162575
Toshiba,Notebook,4,1.75,0,1,111.93520355955211,Intel Core i5,128,0,0,Intel,Windows,92177
Dell,Gaming,8,2.62,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,99316
HP,Ultrabook,4,1.26,0,0,130.59107081947747,Intel Core i5,256,0,0,Intel,Windows,112420
Asus,2 in 1 Convertible,12,2.3,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,75820
Lenovo,Notebook,16,2.5,0,0,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Other/No OS/Linux,214176
Acer,Notebook,4,1.8,0,1,157.3505121487356,Other Intel Processor,128,0,0,Intel,Windows,57475
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,512,0,0,Nvidia,Windows,261982
Asus,Notebook,8,2.0,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Windows,52586
Dell,Gaming,32,4.42,0,1,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,324319
Asus,Gaming,16,4.3,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,212369
Toshiba,Ultrabook,16,1.47,0,1,157.3505121487356,Intel Core i7,512,0,0,Nvidia,Windows,159412
Lenovo,Notebook,8,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,29731
Lenovo,Ultrabook,16,1.7,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,207760
MSI,Gaming,16,1.6,0,1,157.3505121487356,Intel Core i7,256,0,0,Nvidia,Windows,170889
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,98412
Lenovo,Gaming,4,2.4,0,1,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,90279
Acer,Gaming,16,4.2,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,207760
Dell,Gaming,8,2.62,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,89014
Asus,Gaming,8,2.24,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,121005
Vero,Notebook,4,1.22,0,0,157.3505121487356,Other Intel Processor,0,0,32,Intel,Windows,18336
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,178028
Lenovo,2 in 1 Convertible,8,2.08,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,86664
Apple,Ultrabook,8,0.92,0,1,226.41554716935852,Other Intel Processor,0,0,512,Intel,Other/No OS/Linux,105281
Lenovo,2 in 1 Convertible,8,1.42,0,1,209.8006828649808,Intel Core i5,256,0,0,Intel,Windows,210562
Asus,Notebook,4,1.63,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,27020
Dell,Notebook,8,1.95,0,0,104.47285665558198,Intel Core i5,128,0,0,Intel,Windows,73199
Lenovo,2 in 1 Convertible,8,1.38,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,121909
Dell,Notebook,8,2.0,0,0,146.86047800548656,Other Intel Processor,256,0,0,AMD,Windows,66783
HP,Workstation,8,3.14,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,186605
Asus,Notebook,8,2.37,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,99316
Dell,Ultrabook,8,1.29,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,135464
Dell,Notebook,8,2.06,0,0,293.7209560109731,Intel Core i5,256,0,0,Nvidia,Windows,158057
Dell,Netbook,4,1.63,0,0,142.46298634852087,Other Intel Processor,128,0,0,Intel,Windows,67235
HP,Netbook,8,1.26,0,0,130.59107081947747,Intel Core i5,256,0,0,Intel,Windows,125523
Toshiba,Notebook,4,2.1,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,70488
HP,Notebook,8,2.04,0,0,104.47285665558198,AMD Processor,0,0,0,AMD,Windows,56842
Dell,Gaming,16,2.62,0,0,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Windows,151731
Lenovo,Notebook,4,2.4,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Windows,55035
HP,Gaming,12,3.74,0,1,129.58277471072344,Intel Core i7,0,0,0,AMD,Windows,158057
MSI,Gaming,16,2.9,0,0,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,218243
Samsung,Ultrabook,8,0.81,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,135464
Dell,Notebook,8,1.98,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,86845
Dell,Notebook,8,2.18,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,71375
Lenovo,Ultrabook,8,1.32,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,167997
Razer,Ultrabook,16,1.29,0,1,367.1511950137164,Intel Core i7,512,0,0,Intel,Windows,162575
HP,Netbook,4,1.23,0,0,142.46298634852087,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,34792
Dell,Gaming,16,4.36,0,1,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,226378
Dell,Notebook,4,1.76,0,0,111.93520355955211,Intel Core i5,0,500,0,Intel,Windows,68229
Lenovo,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,44272
Toshiba,Ultrabook,4,1.25,0,0,111.93520355955211,Intel Core i5,128,0,0,Intel,Windows,98503
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,225834
MSI,Gaming,8,2.4,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,108353
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i5,0,0,256,Intel,Windows,169443
Toshiba,Notebook,4,1.75,0,0,111.93520355955211,Other Intel Processor,128,0,0,Intel,Windows,45094
Asus,2 in 1 Convertible,8,1.1,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,122722
Dell,Notebook,4,1.76,0,0,111.93520355955211,Other Intel Processor,0,500,0,Intel,Windows,52866
Acer,Netbook,4,1.35,0,1,142.46298634852087,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,32081
Acer,Notebook,8,1.5,0,1,157.3505121487356,Other Intel Processor,128,0,0,Intel,Windows,55939
Razer,Gaming,32,3.49,0,0,259.1655494214469,Intel Core i7,512,0,0,Nvidia,Windows,496944
Lenovo,Ultrabook,16,1.1,0,1,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,189686
Asus,Notebook,4,2.1,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,46902
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,107178
Lenovo,Notebook,8,1.32,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,149110
Dell,Gaming,16,3.21,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,250743
Asus,Gaming,16,2.9,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,218605
Toshiba,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,60457
Lenovo,Notebook,4,1.5,0,0,111.93520355955211,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,29370
Asus,Notebook,8,2.3,0,0,146.86047800548656,Intel Core i5,0,128,0,Intel,Windows,53318
Asus,Gaming,16,2.73,0,0,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,162575
Dell,Gaming,32,4.42,0,1,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,277697
HP,Notebook,8,2.63,0,0,107.98564559226952,Intel Core i5,0,0,0,Nvidia,Windows,82236
Dell,Notebook,8,2.18,0,0,104.47285665558198,Intel Core i5,128,0,0,Intel,Windows,64523
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Other/No OS/Linux,168991
Dell,Notebook,4,2.18,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,66783
HP,2 in 1 Convertible,4,1.4,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,55577
Asus,Ultrabook,8,1.45,0,1,169.45439769863833,Intel Core i5,512,0,0,Nvidia,Windows,92719
HP,2 in 1 Convertible,8,1.28,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,205772
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,132663
HP,Notebook,4,1.86,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Other/No OS/Linux,27020
Asus,Gaming,16,2.1,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,171612
Dell,Notebook,8,2.83,0,0,129.58277471072344,Intel Core i7,0,0,0,AMD,Other/No OS/Linux,78170
Lenovo,Ultrabook,8,1.96,0,1,157.3505121487356,Intel Core i7,256,0,0,Nvidia,Windows,171974
Asus,Notebook,8,2.3,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,71121
Dell,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,128,0,0,Intel,Windows,85399
Asus,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,40576
HP,2 in 1 Convertible,8,1.28,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,231256
Dell,Notebook,8,1.62,0,0,169.45439769863833,Intel Core i5,0,0,0,Intel,Windows,58650
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,42383
Lenovo,Notebook,8,2.3,0,1,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,76874
HP,Notebook,8,1.84,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,121909
Toshiba,Notebook,4,1.05,0,0,169.45439769863833,Intel Core i5,128,0,0,Intel,Windows,116125
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,91906
Dell,Ultrabook,16,1.29,0,0,282.4239961643972,Intel Core i7,512,0,0,Intel,Windows,202428
HP,Notebook,4,2.07,0,0,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,82236
Toshiba,Ultrabook,8,1.2,0,0,120.54560383336381,Intel Core i5,256,0,0,Intel,Windows,98955
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,176221
Acer,Notebook,8,1.56,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,81513
Dell,Workstation,8,2.23,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,160677
Lenovo,Notebook,4,2.38,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,95340
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,0,0,0,AMD,Other/No OS/Linux,43287
Toshiba,Notebook,8,2.0,0,1,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,125433
Lenovo,Notebook,4,1.44,0,1,169.45439769863833,Other Intel Processor,180,0,0,Intel,Windows,66421
Samsung,Ultrabook,16,1.23,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,167094
Dell,Ultrabook,8,1.6,0,0,183.5755975068582,Intel Core i7,256,0,0,Intel,Windows,152725
Asus,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,36056
Xiaomi,Ultrabook,8,1.28,0,1,169.45439769863833,Intel Core i5,256,0,0,Nvidia,Windows,84495
Dell,Notebook,4,2.18,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,82462
HP,Notebook,4,2.04,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,75820
HP,2 in 1 Convertible,4,1.28,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,153629
HP,2 in 1 Convertible,4,2.3,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,61885
Asus,Notebook,4,1.65,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,31448
Lenovo,Notebook,8,2.2,0,1,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,60457
Dell,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,33346
HP,2 in 1 Convertible,4,1.28,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,162575
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Other/No OS/Linux,41181
Asus,Gaming,12,2.2,0,0,129.58277471072344,Intel Core i5,128,0,0,Nvidia,Windows,123797
Acer,Netbook,4,1.25,0,1,142.46298634852087,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,26839
Lenovo,Notebook,4,2.8,0,0,107.98564559226952,AMD Processor,0,500,0,AMD,Windows,34250
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,128,0,0,Intel,Windows,114318
HP,2 in 1 Convertible,16,1.42,0,0,282.4239961643972,Intel Core i7,256,0,0,Intel,Windows,126427
Samsung,Ultrabook,8,1.17,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,153538
Lenovo,Ultrabook,8,1.32,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,162575
MSI,Gaming,16,2.43,0,1,259.1655494214469,Intel Core i7,512,0,0,Nvidia,Windows,239390
Toshiba,Notebook,8,1.05,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,133295
Dell,Gaming,8,2.62,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,83953
HP,Notebook,8,2.04,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,81333
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Windows,55487
Dell,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,84495
Dell,2 in 1 Convertible,8,1.24,0,0,282.4239961643972,Intel Core i7,512,0,0,Intel,Windows,181923
Asus,Gaming,32,3.58,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,115583
Dell,2 in 1 Convertible,16,1.22,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,149020
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,0,0,256,Intel,Windows,185168
Lenovo,Notebook,8,1.95,0,1,146.86047800548656,Intel Core i5,512,0,0,Intel,Windows,177395
LG,Ultrabook,16,1.08,0,1,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,189686
HP,Netbook,8,1.26,0,0,183.5755975068582,Intel Core i7,512,0,0,Intel,Windows,134018
Acer,Notebook,4,2.2,0,1,146.86047800548656,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,32442
Lenovo,Notebook,8,2.6,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,71301
LG,Ultrabook,8,0.98,0,1,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,171612
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,108895
HP,Ultrabook,8,1.09,0,0,367.1511950137164,Other Intel Processor,240,0,0,Intel,Windows,280147
Lenovo,Notebook,6,2.2,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,71301
HP,Notebook,8,2.04,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,92086
Acer,Notebook,4,2.4,0,0,146.86047800548656,Other Intel Processor,0,0,0,Intel,Windows,45094
Lenovo,Notebook,4,1.44,0,0,169.45439769863833,Intel Core i5,128,0,0,Intel,Windows,79615
HP,Notebook,8,1.49,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,86755
MSI,Gaming,16,2.7,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,144501
Dell,Gaming,16,2.6,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,121909
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,101206
Dell,Notebook,4,2.18,0,0,104.47285665558198,Intel Core i5,0,0,0,AMD,Windows,61902
HP,Ultrabook,8,1.84,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,117208
HP,Ultrabook,8,1.39,0,0,282.4239961643972,Intel Core i7,256,0,0,Intel,Windows,103835
Toshiba,Notebook,16,2.4,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,178480
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i5,512,0,0,Intel,Windows,164925
Dell,Notebook,4,1.95,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,65961
Lenovo,Ultrabook,8,1.36,0,1,183.5755975068582,Intel Core i7,256,0,0,Intel,Windows,149110
HP,Notebook,8,2.31,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,105281
Dell,Notebook,4,2.18,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,63987
HP,Notebook,4,1.95,0,0,111.93520355955211,Intel Core i5,0,500,0,Intel,Windows,103835
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,27924
HP,Ultrabook,4,1.26,0,0,183.5755975068582,Intel Core i5,0,500,0,Intel,Windows,142694
HP,Notebook,4,1.86,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,26107
Lenovo,2 in 1 Convertible,16,1.3,0,1,282.4239961643972,Intel Core i7,0,0,0,Intel,Windows,162575
Toshiba,Notebook,4,1.47,0,1,157.3505121487356,Intel Core i5,128,0,0,Intel,Windows,99858
HP,Netbook,8,1.26,0,0,183.5755975068582,Intel Core i5,256,0,0,Intel,Windows,150827
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,50480
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,108353
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,148116
Dell,Gaming,16,4.36,0,0,172.77703294763126,Intel Core i7,512,0,0,Nvidia,Windows,249240
HP,Gaming,8,2.75,0,1,129.58277471072344,Intel Core i5,128,0,0,Nvidia,Windows,126427
Asus,Notebook,4,2.8,0,0,107.98564559226952,Other Intel Processor,0,0,0,Nvidia,Windows,47896
Acer,Notebook,4,2.23,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,55939
Toshiba,Notebook,8,2.2,0,0,104.47285665558198,Intel Core i5,256,0,0,Intel,Windows,101124
Lenovo,2 in 1 Convertible,8,1.1,0,1,200.26428818929983,Other Intel Processor,256,0,0,Intel,Windows,117390
Lenovo,Gaming,16,2.5,0,1,146.86047800548656,AMD Processor,512,0,0,AMD,Windows,90279
Dell,Ultrabook,8,1.36,0,0,183.5755975068582,Intel Core i5,256,0,0,Intel,Windows,133042
Lenovo,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,61903
Dell,Notebook,4,2.36,0,0,107.98564559226952,Other Intel Processor,0,0,0,AMD,Windows,59553
Acer,Notebook,4,1.68,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,31539
HP,Workstation,8,2.0,0,1,146.86047800548656,Intel Core i7,8,0,0,Nvidia,Windows,203242
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,160406
Toshiba,Notebook,8,1.2,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Other/No OS/Linux,131940
Asus,2 in 1 Convertible,8,1.2,0,0,183.5755975068582,Other Intel Processor,0,0,64,Intel,Other/No OS/Linux,104738
Lenovo,Ultrabook,8,1.7,0,1,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,134560
Dell,Gaming,16,4.36,0,1,259.1655494214469,Intel Core i7,512,0,0,Nvidia,Windows,285026
Dell,2 in 1 Convertible,8,1.24,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,171612
HP,2 in 1 Convertible,4,1.45,0,0,142.46298634852087,Other Intel Processor,256,0,0,Intel,Windows,70036
Dell,Ultrabook,8,1.3,0,0,282.4239961643972,Intel Core i7,256,0,0,Intel,Windows,114589
Acer,2 in 1 Convertible,4,1.25,0,1,142.46298634852087,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,35153
Toshiba,Notebook,8,1.2,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,138717
Lenovo,Ultrabook,8,1.36,0,1,183.5755975068582,Intel Core i5,256,0,0,Intel,Windows,159051
Acer,Notebook,12,2.4,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,91183
Toshiba,Ultrabook,8,1.1,0,0,183.5755975068582,Intel Core i7,512,0,0,Intel,Windows,161762
HP,Notebook,8,2.04,0,0,104.47285665558198,Intel Core i5,0,0,0,Nvidia,Windows,76498
Dell,Notebook,4,2.25,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Other/No OS/Linux,42078
Dell,Notebook,4,1.9,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,74555
HP,Notebook,4,2.04,0,0,146.86047800548656,Other Intel Processor,0,500,0,Intel,Windows,61903
Dell,Gaming,32,4.42,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,284575
Lenovo,Notebook,6,2.4,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,62807
Dell,2 in 1 Convertible,16,1.22,0,0,282.4239961643972,Intel Core i7,512,0,0,Intel,Windows,171612
Dell,Ultrabook,8,1.5,0,0,209.8006828649808,Intel Core i7,256,0,0,Intel,Windows,177394
Dell,Gaming,32,4.42,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,253036
Toshiba,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,106636
Asus,Gaming,16,2.73,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,185249
HP,Notebook,8,2.04,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,88472
Lenovo,Notebook,4,1.7,0,0,111.93520355955211,Intel Core i5,0,0,0,Intel,Other/No OS/Linux,90550
Asus,2 in 1 Convertible,16,2.3,0,0,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Windows,162575
HP,Notebook,6,2.04,0,0,104.47285665558198,Intel Core i7,0,0,0,Intel,Windows,52324
Asus,Gaming,16,2.99,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,158057
Dell,2 in 1 Convertible,12,2.19,0,1,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,117390
Toshiba,Notebook,4,1.2,0,0,169.45439769863833,Intel Core i5,128,0,0,Intel,Other/No OS/Linux,107992
Lenovo,Notebook,6,2.2,0,0,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,49613
Fujitsu,Notebook,4,2.3,0,0,104.47285665558198,Intel Core i5,256,0,0,Intel,Windows,58650
Toshiba,Notebook,4,1.75,0,0,111.93520355955211,Intel Core i5,0,500,0,Intel,Windows,82688
Dell,Notebook,4,2.25,0,0,104.47285665558198,Intel Core i5,0,500,0,AMD,Windows,54131
HP,Notebook,8,2.04,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,72838
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,107449
Dell,Notebook,8,2.36,0,0,104.47285665558198,Intel Core i7,0,0,0,AMD,Windows,67687
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,128,0,0,Intel,Windows,101124
HP,Netbook,8,0.97,0,0,183.5755975068582,Other Intel Processor,512,0,0,Intel,Windows,172425
HP,Notebook,4,2.1,0,0,146.86047800548656,Other Intel Processor,128,0,0,AMD,Windows,45094
Lenovo,Notebook,4,1.9,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Other/No OS/Linux,24455
Lenovo,Notebook,8,2.3,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,121909
Dell,2 in 1 Convertible,8,1.68,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,80338
Asus,Notebook,8,1.4,0,0,282.4239961643972,Intel Core i5,256,0,0,Intel,Windows,103925
HP,Ultrabook,8,1.11,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,121909
Acer,Notebook,4,2.4,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,34340
Asus,Gaming,16,2.5,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,162575
HP,Ultrabook,8,1.48,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,188782
Acer,Gaming,8,2.7,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,113866
HP,Notebook,8,1.34,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,107449
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Windows,49432
HP,Notebook,4,1.64,0,0,111.93520355955211,Intel Core i5,0,500,0,Intel,Windows,70398
Toshiba,Notebook,4,1.2,0,0,169.45439769863833,Intel Core i5,128,0,0,Intel,Windows,107992
HP,Notebook,4,1.48,0,0,111.93520355955211,Intel Core i5,256,0,0,Intel,Windows,99406
